symbol,header,message,date,amount
AGNCM,Dividend,AGNCM announced a cash dividend of 0.556 with an ex-date of Apr. 1 2025,2025-04-01,0.556
AGNCN,Dividend,AGNCN announced a cash dividend of 0.605 with an ex-date of Apr. 1 2025,2025-04-01,0.605
FRT-PC,Dividend,FRT-PC announced a cash dividend of 0.312 with an ex-date of Apr. 1 2025,2025-04-01,0.312
SLG-PI,Dividend,SLG-PI announced a cash dividend of 0.406 with an ex-date of Mar. 31 2025,2025-03-31,0.406
CIG-C,Dividend,CIG-C announced a cash dividend of 0.033 with an ex-date of Mar. 31 2025,2025-03-31,0.033
EPR-PG,Dividend,EPR-PG announced a cash dividend of 0.359 with an ex-date of Mar. 31 2025,2025-03-31,0.359
AXS-PE,Dividend,AXS-PE announced a cash dividend of 0.344 with an ex-date of Mar. 31 2025,2025-03-31,0.344
SR-PA,Dividend,SR-PA announced a cash dividend of 0.369 with an ex-date of Apr. 25 2025,2025-04-25,0.369
TWO-PC,Dividend,TWO-PC announced a cash dividend of 0.598 with an ex-date of Apr. 11 2025,2025-04-11,0.598
WTFCM,Dividend,WTFCM announced a cash dividend of 0.41 with an ex-date of Apr. 1 2025,2025-04-01,0.41
TWO-PA,Dividend,TWO-PA announced a cash dividend of 0.508 with an ex-date of Apr. 11 2025,2025-04-11,0.508
TWO-PB,Dividend,TWO-PB announced a cash dividend of 0.477 with an ex-date of Apr. 11 2025,2025-04-11,0.477
CIXXF,Dividend,CIXXF announced a cash dividend of 0.20 with an ex-date of Mar. 31 2025,2025-03-31,0.20
RLJ-PA,Dividend,RLJ-PA announced a cash dividend of 0.488 with an ex-date of Mar. 31 2025,2025-03-31,0.488
PEB-PF,Dividend,PEB-PF announced a cash dividend of 0.394 with an ex-date of Mar. 31 2025,2025-03-31,0.394
PEB-PE,Dividend,PEB-PE announced a cash dividend of 0.398 with an ex-date of Mar. 31 2025,2025-03-31,0.398
SRG-PA,Dividend,SRG-PA announced a cash dividend of 0.438 with an ex-date of Mar. 31 2025,2025-03-31,0.438
LXP-PC,Dividend,LXP-PC announced a cash dividend of 0.812 with an ex-date of Apr. 30 2025,2025-04-30,0.812
WLYB,Dividend,WLYB announced a cash dividend of 0.352 with an ex-date of Apr. 8 2025,2025-04-08,0.352
NGL-PB,Dividend,NGL-PB announced a cash dividend of 0.738 with an ex-date of Apr. 1 2025,2025-04-01,0.738
NGL-PC,Dividend,NGL-PC announced a cash dividend of 0.732 with an ex-date of Apr. 1 2025,2025-04-01,0.732
BFS-PD,Dividend,BFS-PD announced a cash dividend of 0.383 with an ex-date of Apr. 1 2025,2025-04-01,0.383
GNL-PA,Dividend,GNL-PA announced a cash dividend of 0.453 with an ex-date of Apr. 4 2025,2025-04-04,0.453
NYMTN,Dividend,NYMTN announced a cash dividend of 0.50 with an ex-date of Apr. 1 2025,2025-04-01,0.50
BELFB,Dividend,BELFB announced a cash dividend of 0.07 with an ex-date of Apr. 15 2025,2025-04-15,0.07
AHH-PA,Dividend,AHH-PA announced a cash dividend of 0.422 with an ex-date of Apr. 1 2025,2025-04-01,0.422
IIPR-PA,Dividend,IIPR-PA announced a cash dividend of 0.562 with an ex-date of Mar. 31 2025,2025-03-31,0.562
AGM-PD,Dividend,AGM-PD announced a cash dividend of 0.356 with an ex-date of Apr. 1 2025,2025-04-01,0.356
OXLCO,Dividend,OXLCO announced a cash dividend of 0.125 with an ex-date of Apr. 16 2025,2025-04-16,0.125
GMRE-PA,Dividend,GMRE-PA announced a cash dividend of 0.469 with an ex-date of Apr. 15 2025,2025-04-15,0.469
CIO-PA,Dividend,CIO-PA announced a cash dividend of 0.414 with an ex-date of Apr. 10 2025,2025-04-10,0.414
CNTHP,Dividend,CNTHP announced a cash dividend of 0.82 with an ex-date of Apr. 10 2025,2025-04-10,0.82
CHMI-PB,Dividend,CHMI-PB announced a cash dividend of 0.637 with an ex-date of Mar. 31 2025,2025-03-31,0.637
CNTHN,Dividend,CNTHN announced a cash dividend of 0.62 with an ex-date of Apr. 10 2025,2025-04-10,0.62
BHR-PD,Dividend,BHR-PD announced a cash dividend of 0.516 with an ex-date of Mar. 31 2025,2025-03-31,0.516
CNLHO,Dividend,CNLHO announced a cash dividend of 0.562 with an ex-date of Apr. 10 2025,2025-04-10,0.562
CNLTP,Dividend,CNLTP announced a cash dividend of 0.55 with an ex-date of Apr. 10 2025,2025-04-10,0.55
CNLTL,Dividend,CNLTL announced a cash dividend of 0.475 with an ex-date of Apr. 10 2025,2025-04-10,0.475
CNPWM,Dividend,CNPWM announced a cash dividend of 0.522 with an ex-date of Apr. 10 2025,2025-04-10,0.522
AHT-PF,Dividend,AHT-PF announced a cash dividend of 0.461 with an ex-date of Mar. 31 2025,2025-03-31,0.461
CHMI-PA,Dividend,CHMI-PA announced a cash dividend of 0.512 with an ex-date of Mar. 31 2025,2025-03-31,0.512
CNPWP,Dividend,CNPWP announced a cash dividend of 0.51 with an ex-date of Apr. 10 2025,2025-04-10,0.51
AHT-PG,Dividend,AHT-PG announced a cash dividend of 0.461 with an ex-date of Mar. 31 2025,2025-03-31,0.461
CNLPM,Dividend,CNLPM announced a cash dividend of 0.515 with an ex-date of Apr. 10 2025,2025-04-10,0.515
AHT-PH,Dividend,AHT-PH announced a cash dividend of 0.469 with an ex-date of Mar. 31 2025,2025-03-31,0.469
CNLTN,Dividend,CNLTN announced a cash dividend of 0.50 with an ex-date of Apr. 10 2025,2025-04-10,0.50
AHT-PD,Dividend,AHT-PD announced a cash dividend of 0.528 with an ex-date of Mar. 31 2025,2025-03-31,0.528
AHT-PI,Dividend,AHT-PI announced a cash dividend of 0.469 with an ex-date of Mar. 31 2025,2025-03-31,0.469
BKSC,Dividend,BKSC announced a cash dividend of 0.19 with an ex-date of Apr. 8 2025,2025-04-08,0.19
BAC-PL,Dividend,BAC-PL announced a cash dividend of 18.125 with an ex-date of Apr. 1 2025,2025-04-01,18.125
BAC-PO,Dividend,BAC-PO announced a cash dividend of 0.273 with an ex-date of Apr. 15 2025,2025-04-15,0.273
BAC-PP,Dividend,BAC-PP announced a cash dividend of 0.258 with an ex-date of Apr. 15 2025,2025-04-15,0.258
WBS-PG,Dividend,WBS-PG announced a cash dividend of 0.406 with an ex-date of Mar. 31 2025,2025-03-31,0.406
NSARO,Dividend,NSARO announced a cash dividend of 1.195 with an ex-date of Apr. 10 2025,2025-04-10,1.195
WELPM,Dividend,WELPM announced a cash dividend of 1.50 with an ex-date of Apr. 14 2025,2025-04-14,1.50
FULTP,Dividend,FULTP announced a cash dividend of 0.32 with an ex-date of Mar. 31 2025,2025-03-31,0.32
BCEFF,Dividend,BCEFF announced a cash dividend of 0.105 with an ex-date of Mar. 31 2025,2025-03-31,0.105
BCEPF,Dividend,BCEPF announced a cash dividend of 0.317 with an ex-date of Apr. 30 2025,2025-04-30,0.317
BCEIF,Dividend,BCEIF announced a cash dividend of 0.189 with an ex-date of Apr. 30 2025,2025-04-30,0.189
BCPPF,Dividend,BCPPF announced a cash dividend of 0.309 with an ex-date of Apr. 30 2025,2025-04-30,0.309
MS-PL,Dividend,MS-PL announced a cash dividend of 0.305 with an ex-date of Mar. 31 2025,2025-03-31,0.305
MS-PO,Dividend,MS-PO announced a cash dividend of 0.266 with an ex-date of Mar. 31 2025,2025-03-31,0.266
MS-PP,Dividend,MS-PP announced a cash dividend of 0.406 with an ex-date of Mar. 31 2025,2025-03-31,0.406
MS-PQ,Dividend,MS-PQ announced a cash dividend of 0.414 with an ex-date of Mar. 31 2025,2025-03-31,0.414
LFMDP,Dividend,LFMDP announced a cash dividend of 0.555 with an ex-date of Apr. 4 2025,2025-04-04,0.555
WTFCP,Dividend,WTFCP announced a cash dividend of 0.43 with an ex-date of Apr. 1 2025,2025-04-01,0.43
EPR-PC,Dividend,EPR-PC announced a cash dividend of 0.359 with an ex-date of Mar. 31 2025,2025-03-31,0.359
EPR-PE,Dividend,EPR-PE announced a cash dividend of 0.562 with an ex-date of Mar. 31 2025,2025-03-31,0.562
REGCO,Dividend,REGCO announced a cash dividend of 0.367 with an ex-date of Apr. 15 2025,2025-04-15,0.367
REGCP,Dividend,REGCP announced a cash dividend of 0.391 with an ex-date of Apr. 15 2025,2025-04-15,0.391
INVUP,Dividend,INVUP announced a cash dividend of 0.812 with an ex-date of Mar. 31 2025,2025-03-31,0.812
WAFDP,Dividend,WAFDP announced a cash dividend of 0.305 with an ex-date of Mar. 31 2025,2025-03-31,0.305
XOMAO,Dividend,XOMAO announced a cash dividend of 0.523 with an ex-date of Apr. 3 2025,2025-04-03,0.523
XOMAP,Dividend,XOMAP announced a cash dividend of 0.539 with an ex-date of Apr. 3 2025,2025-04-03,0.539
ALL-PI,Dividend,ALL-PI announced a cash dividend of 0.297 with an ex-date of Mar. 31 2025,2025-03-31,0.297
ALL-PJ,Dividend,ALL-PJ announced a cash dividend of 0.461 with an ex-date of Mar. 31 2025,2025-03-31,0.461
AGM-PE,Dividend,AGM-PE announced a cash dividend of 0.359 with an ex-date of Apr. 1 2025,2025-04-01,0.359
AGM-PF,Dividend,AGM-PF announced a cash dividend of 0.328 with an ex-date of Apr. 1 2025,2025-04-01,0.328
AGM-PG,Dividend,AGM-PG announced a cash dividend of 0.305 with an ex-date of Apr. 1 2025,2025-04-01,0.305
USB-PQ,Dividend,USB-PQ announced a cash dividend of 0.234 with an ex-date of Mar. 31 2025,2025-03-31,0.234
USB-PR,Dividend,USB-PR announced a cash dividend of 0.25 with an ex-date of Mar. 31 2025,2025-03-31,0.25
HBANL,Dividend,HBANL announced a cash dividend of 0.43 with an ex-date of Apr. 1 2025,2025-04-01,0.43
HBANP,Dividend,HBANP announced a cash dividend of 0.281 with an ex-date of Apr. 1 2025,2025-04-01,0.281
FHN-PC,Dividend,FHN-PC announced a cash dividend of 0.412 with an ex-date of Apr. 16 2025,2025-04-16,0.412
CMS-PC,Dividend,CMS-PC announced a cash dividend of 0.262 with an ex-date of Apr. 1 2025,2025-04-01,0.262
DX-PC,Dividend,DX-PC announced a cash dividend of 0.431 with an ex-date of Apr. 1 2025,2025-04-01,0.431
CDZIP,Dividend,CDZIP announced a cash dividend of 0.55 with an ex-date of Apr. 4 2025,2025-04-04,0.55
RBCPF,Dividend,RBCPF announced a cash dividend of 0.20 with an ex-date of Apr. 24 2025,2025-04-24,0.20
RYLBF,Dividend,RYLBF announced a cash dividend of 0.368 with an ex-date of Apr. 24 2025,2025-04-24,0.368
NYMTZ,Dividend,NYMTZ announced a cash dividend of 0.438 with an ex-date of Apr. 1 2025,2025-04-01,0.438
NYMTL,Dividend,NYMTL announced a cash dividend of 0.43 with an ex-date of Apr. 1 2025,2025-04-01,0.43
NYMTM,Dividend,NYMTM announced a cash dividend of 0.687 with an ex-date of Apr. 1 2025,2025-04-01,0.687
BFS-PE,Dividend,BFS-PE announced a cash dividend of 0.375 with an ex-date of Apr. 1 2025,2025-04-01,0.375
TDBKF,Dividend,TDBKF announced a cash dividend of 0.20 with an ex-date of Apr. 10 2025,2025-04-10,0.20
SQFTP,Dividend,SQFTP announced a cash dividend of 0.195 with an ex-date of Mar. 31 2025,2025-03-31,0.195
SEAL-PA,Dividend,SEAL-PA announced a cash dividend of 0.562 with an ex-date of Mar. 31 2025,2025-03-31,0.562
SEAL-PB,Dividend,SEAL-PB announced a cash dividend of 0.531 with an ex-date of Mar. 31 2025,2025-03-31,0.531
ACR-PC,Dividend,ACR-PC announced a cash dividend of 0.638 with an ex-date of Apr. 1 2025,2025-04-01,0.638
ACR-PD,Dividend,ACR-PD announced a cash dividend of 0.492 with an ex-date of Apr. 1 2025,2025-04-01,0.492
CADE-PA,Dividend,CADE-PA announced a cash dividend of 0.344 with an ex-date of Apr. 30 2025,2025-04-30,0.344
SHO-PH,Dividend,SHO-PH announced a cash dividend of 0.383 with an ex-date of Mar. 31 2025,2025-03-31,0.383
SHO-PI,Dividend,SHO-PI announced a cash dividend of 0.356 with an ex-date of Mar. 31 2025,2025-03-31,0.356
PSEC-PA,Dividend,PSEC-PA announced a cash dividend of 0.334 with an ex-date of Apr. 17 2025,2025-04-17,0.334
OXLCP,Dividend,OXLCP announced a cash dividend of 0.13 with an ex-date of Apr. 16 2025,2025-04-16,0.13
OXLCN,Dividend,OXLCN announced a cash dividend of 0.148 with an ex-date of Apr. 16 2025,2025-04-16,0.148
PEB-PG,Dividend,PEB-PG announced a cash dividend of 0.398 with an ex-date of Mar. 31 2025,2025-03-31,0.398
PEB-PH,Dividend,PEB-PH announced a cash dividend of 0.356 with an ex-date of Mar. 31 2025,2025-03-31,0.356
EFC-PA,Dividend,EFC-PA announced a cash dividend of 0.609 with an ex-date of Mar. 31 2025,2025-03-31,0.609
EFC-PB,Dividend,EFC-PB announced a cash dividend of 0.391 with an ex-date of Mar. 31 2025,2025-03-31,0.391
EFC-PC,Dividend,EFC-PC announced a cash dividend of 0.539 with an ex-date of Mar. 31 2025,2025-03-31,0.539
AGNCL,Dividend,AGNCL announced a cash dividend of 0.484 with an ex-date of Apr. 1 2025,2025-04-01,0.484
AGNCO,Dividend,AGNCO announced a cash dividend of 0.598 with an ex-date of Apr. 1 2025,2025-04-01,0.598
AGNCP,Dividend,AGNCP announced a cash dividend of 0.383 with an ex-date of Apr. 1 2025,2025-04-01,0.383
RC-PC,Dividend,RC-PC announced a cash dividend of 0.391 with an ex-date of Mar. 31 2025,2025-03-31,0.391
RC-PE,Dividend,RC-PE announced a cash dividend of 0.406 with an ex-date of Mar. 31 2025,2025-03-31,0.406
LBRDP,Dividend,LBRDP announced a cash dividend of 0.438 with an ex-date of Mar. 31 2025,2025-03-31,0.438
CLDT-PA,Dividend,CLDT-PA announced a cash dividend of 0.414 with an ex-date of Mar. 31 2025,2025-03-31,0.414
MDV-PA,Dividend,MDV-PA announced a cash dividend of 0.461 with an ex-date of Mar. 31 2025,2025-03-31,0.461
GPMT-PA,Dividend,GPMT-PA announced a cash dividend of 0.438 with an ex-date of Apr. 1 2025,2025-04-01,0.438
DBRG-PH,Dividend,DBRG-PH announced a cash dividend of 0.445 with an ex-date of Apr. 10 2025,2025-04-10,0.445
DBRG-PI,Dividend,DBRG-PI announced a cash dividend of 0.447 with an ex-date of Apr. 10 2025,2025-04-10,0.447
DBRG-PJ,Dividend,DBRG-PJ announced a cash dividend of 0.445 with an ex-date of Apr. 10 2025,2025-04-10,0.445
EICA,Dividend,EICA announced a cash dividend of 0.104 with an ex-date of Apr. 10 2025,2025-04-10,0.104
EICC,Dividend,EICC announced a cash dividend of 0.167 with an ex-date of Apr. 10 2025,2025-04-10,0.167
ATCO-PD,Dividend,ATCO-PD announced a cash dividend of 0.497 with an ex-date of Apr. 29 2025,2025-04-29,0.497
ATCO-PH,Dividend,ATCO-PH announced a cash dividend of 0.492 with an ex-date of Apr. 29 2025,2025-04-29,0.492
BEP-PA,Dividend,BEP-PA announced a cash dividend of 0.328 with an ex-date of Apr. 15 2025,2025-04-15,0.328
BRENF,Dividend,BRENF announced a cash dividend of 0.344 with an ex-date of Apr. 15 2025,2025-04-15,0.344
VIASP,Dividend,VIASP announced a cash dividend of 0.696 with an ex-date of Apr. 1 2025,2025-04-01,0.696
LFT-PA,Dividend,LFT-PA announced a cash dividend of 0.492 with an ex-date of Apr. 1 2025,2025-04-01,0.492
GNL-PE,Dividend,GNL-PE announced a cash dividend of 0.461 with an ex-date of Apr. 4 2025,2025-04-04,0.461
GNL-PD,Dividend,GNL-PD announced a cash dividend of 0.469 with an ex-date of Apr. 4 2025,2025-04-04,0.469
GNL-PB,Dividend,GNL-PB announced a cash dividend of 0.43 with an ex-date of Apr. 4 2025,2025-04-04,0.43
OCCIM,Dividend,OCCIM announced a cash dividend of 0.164 with an ex-date of Apr. 17 2025,2025-04-17,0.164
OCCIN,Dividend,OCCIN announced a cash dividend of 0.109 with an ex-date of Apr. 17 2025,2025-04-17,0.109
OCCIO,Dividend,OCCIO announced a cash dividend of 0.128 with an ex-date of Apr. 17 2025,2025-04-17,0.128
NREF-PA,Dividend,NREF-PA announced a cash dividend of 0.531 with an ex-date of Apr. 15 2025,2025-04-15,0.531
FATBP,Dividend,FATBP announced a cash dividend of 0.172 with an ex-date of Apr. 10 2025,2025-04-10,0.172
FBRT-PE,Dividend,FBRT-PE announced a cash dividend of 0.469 with an ex-date of Mar. 31 2025,2025-03-31,0.469
CCLDO,Dividend,CCLDO announced a cash dividend of 0.182 with an ex-date of Apr. 30 2025,2025-04-30,0.182
ECCC,Dividend,ECCC announced a cash dividend of 0.135 with an ex-date of Apr. 10 2025,2025-04-10,0.135
ECC-PD,Dividend,ECC-PD announced a cash dividend of 0.141 with an ex-date of Apr. 10 2025,2025-04-10,0.141
ECCF,Dividend,ECCF announced a cash dividend of 0.167 with an ex-date of Apr. 10 2025,2025-04-10,0.167
OUTFF,Dividend,OUTFF announced a cash dividend of 0.13 with an ex-date of Apr. 4 2025,2025-04-04,0.13
